"ProfID","X","Y","soiltype","Land.Cover"
"P0661",502429,4605093,"Chromic Luvisol on saprolite",20
"P0662",501319,4606497,"Fluvisol",16
"P0663",502095,4606280,"Chromic Luvisol on saprolite",20
"P0683",513421,4605972,"Cambisol",21
"P0684",514459,4605529,"Chromic Luvisol on saprolite",23
"P0686",516452,4601902,"Chromic Luvisol on saprolite",28
"P0687",518498,4601230,"Chromic Luvisol on hard limestones",23
"P0693",525568,4596084,"Rendzic Leptosols",32
"P0707",533030,4610807,"Cambisol",23
"P0709",534597,4608885,"Cambisol",29
"P0710",537540,4608651,"Cambisol",24
"P0712",537192,4604081,"Cambisol",26
"P0713",533530,4603543,"Complex of Cambisol and Regosol",23
"P0716",530223,4598587,"Complex of Cambisol and Regosol",29
"P0718",538350,4600176,"Complex of Cambisol and Regosol",28
"P0719",542769,4598088,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",24
"P0721",544456,4600850,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",18
"P0722",546174,4601024,"Fluvisol",24
"P0725",539379,4603786,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",27
"P0727",544153,4608522,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20
"P0728",546045,4615953,"Cambisol",27
"P0729",548179,4615930,"Cambisol",29
"P0730",541588,4620319,"Cambisol",23
"P0731",545145,4621022,"Cambisol",29
"P0732",547430,4621045,"Cambisol",23
"P0733",551936,4621683,"Complex of Cambisol and Mollic and Umbric Leptosol",24
"P0734",553458,4621763,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P0735",550707,4620746,"Complex of Cambisol and Mollic and Umbric Leptosol",24
"P0736",550657,4618378,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P0737",554727,4618640,"Complex of Cambisol and Mollic and Umbric Leptosol",25
"P0738",556904,4618499,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P0739",557347,4617109,"Complex of Chromic Luvisol on saprolite and Regosol",18
"P0740",557347,4621199,"Complex of Chromic Luvisol on saprolite and Regosol",12
"P0741",557327,4622438,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",20
"P0742",558647,4617622,"Vertisol",12
"P0743",559392,4621310,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",16
"P0744",560380,4622549,"Complex of Mollic and Umbric Leptosol  and Leptosol",18
"P0745",559322,4619426,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",20
"P0746",561296,4620867,"Complex of Mollic and Umbric Leptosol  and Leptosol",28
"P0747",560621,4618116,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",12
"P0748",562707,4621078,"Vertisol",20
"P0749",562254,4617078,"Complex of Mollic and Umbric Leptosol",20
"P0750",560420,4616514,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",18
"P0751",558072,4615607,"Regosol",18
"P0752",554979,4616484,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P0753",553166,4616323,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",25
"P0754",551231,4615607,"Regosol",29
"P0755",551161,4616937,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",27
"P0756",550445,4613965,"Complex of Regosol and Leptosol",18
"P0757",553700,4613592,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P0759",551604,4611859,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P0760",555030,4612454,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",15
"P0761",553367,4609371,"Complex of Chromic Luvisol on saprolite and Regosol",22
"P0762",557216,4610439,"Fluvisol",21
"P0763",555765,4610731,"Fluvisol",20
"P0764",561155,4614016,"Fluvisol",18
"P0765",559251,4612796,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P0766",559412,4610429,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P0769",557216,4608625,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",20
"P0770",551312,4608907,"Complex of Cambisol and Regosol",29
"P0771",555433,4608101,"Complex of Chromic Luvisol on saprolite and Regosol",29
"P0772",553669,4606822,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",23
"P0773",557024,4606288,"Complex of Chromic Luvisol on saprolite and Regosol",28
"P0774",553156,4605139,"Cambisol",24
"P0775",559866,4606318,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P0776",561256,4612131,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P0777",562808,4605603,"Complex of Humic Calcaric Regosol and Regosol",29
"P0779",558334,4604414,"Fluvisol",20
"P0780",554798,4603900,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P0781",553075,4599779,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",26
"P0782",550234,4598701,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22
"P0783",556742,4597905,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P0784",561649,4598056,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21
"P0786",557770,4601260,"Complex of Humic Calcaric Regosol and Regosol",20
"P0787",565800,4595931,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",29
"P0788",566364,4597865,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",25
"P0789",566072,4602006,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",25
"P0790",566092,4603850,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",26
"P0791",568208,4605482,"Complex of Humic Calcaric Regosol and Leptosol",27
"P0792",568148,4607164,"Complex of Humic Calcaric Regosol and Regosol",24
"P0793",563281,4608404,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P0794",568712,4609643,"Complex of Humic Calcaric Regosol and Leptosol",21
"P0795",563221,4611336,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21
"P0796",564923,4612988,"Complex of Mollic and Umbric Leptosol",29
"P0797",567120,4613703,"Complex of Regosol and Leptosol",19
"P0798",567271,4610751,"Complex of Humic Calcaric Regosol and Regosol",20
"P0799",568601,4615315,"Aric Anthrosol",17
"P0800",565216,4615225,"Complex of Rendzic Leptosol and Leptosol",18
"P0801",562939,4615255,"Fluvisol",18
"P0802",564379,4618187,"Rendzic Leptosols",26
"P0803",567785,4618670,"Complex of Humic Calcaric Regosol and Leptosol",27
"P0804",562918,4618821,"Regosol",6
"P0805",565024,4620534,"Fluvisol",20
"P0806",568097,4621270,"Complex of Humic Calcaric Regosol and Regosol",15
"P0807",565437,4622318,"Complex of Humic Calcaric Regosol and Regosol",17
"P0809",508284,4645153,"Chromic Luvisol on saprolite",23
"P0824",520637,4638370,"Rendzic Leptosols",26
"P0837",510953,4647495,"Rendzic Leptosols",23
"P0838",516249,4649900,"Complex of Vertisol and Humic Calcaric Regosol",12
"P0839",519276,4649868,"Complex of Vertisol and Humic Calcaric Regosol",21
"P0840",508727,4649383,"Rendzic Leptosols",28
"P0848",532782,4658343,"Fluvisol",14
"P0849",531968,4657709,"Fluvisol",11
"P0850",531167,4657541,"Fluvisol",12
"P0851",530389,4657391,"Fluvisol",19
"P0852",529834,4656846,"Fluvisol",21
"P0854",531381,4656791,"Fluvisol",6
"P0855",532538,4656529,"Fluvisol",12
"P0857",529503,4655410,"Populated Site",20
"P0863",531181,4653838,"Populated Site",2
"P0864",532860,4655088,"Fluvisol",3
"P0867",532175,4654657,"Fluvisol",12
"P0868",532940,4654468,"Fluvisol",8
"P0870",534406,4653314,"Fluvisol",20
"P0875",534304,4652824,"Populated Site",21
"P0876",531932,4652598,"Fluvisol",9
"P0879",533782,4651214,"Populated Site",2
"P0880",533861,4650831,"Populated Site",2
"P0881",533054,4651083,"Populated Site",2
"P0888",531464,4656194,"Fluvisol",11
"P0889",532453,4658054,"Fluvisol",12
"P0890",532094,4656077,"Fluvisol",6
"P0893",533645,4660059,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",20
"P0900",536730,4653544,"Populated Site",2
"P0901",537000,4653894,"Populated Site",2
"P0903",539383,4652593,"Populated Site",3
"P0905",540124,4651646,"Populated Site",12
"P0906",539399,4651762,"Populated Site",3
"P0908",534385,4657153,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",19
"P0910",541303,4654676,"Fluvisol",12
"P0911",542387,4655410,"Fluvisol",12
"P0912",541803,4653892,"Fluvisol",12
"P0914",542384,4654760,"Fluvisol",12
"P0923",544694,4651834,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P0924",544589,4652379,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P0926",544184,4651649,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P0930",545767,4652301,"Mollic Fluvisol",12
"P0931",545693,4651570,"Mollic Fluvisol",19
"P0934",546316,4650629,"Complex of Solonchak and Solonetz",3
"P0937",545704,4650465,"Mollic Fluvisol",12
"P0938",545186,4649741,"Mollic Fluvisol",12
"P0939",545634,4649583,"Mollic Fluvisol",12
"P0942",544571,4648961,"Mollic Fluvisol",12
"P0943",545039,4648520,"Mollic Fluvisol",20
"P0944",545595,4649006,"Mollic Fluvisol",12
"P0945",546498,4649255,"Mollic Fluvisol",12
"P0946",546309,4648943,"Mollic Fluvisol",12
"P0947",547075,4649426,"Mollic Fluvisol",12
"P0948",546316,4648195,"Mollic Fluvisol",18
"P0949",546669,4648359,"Mollic Fluvisol",12
"P0950",547019,4648880,"Mollic Fluvisol",12
"P0951",547736,4649136,"Mollic Fluvisol",12
"P0952",548313,4648940,"Mollic Fluvisol",12
"P0954",547690,4648335,"Mollic Fluvisol",12
"P0955",547354,4647992,"Mollic Fluvisol",12
"P0956",547861,4647733,"Mollic Fluvisol",12
"P0957",546428,4647950,"Mollic Fluvisol",19
"P0958",547652,4647160,"Mollic Fluvisol",12
"P0960",548369,4646509,"Populated Site",12
"P0961",547152,4646688,"Populated Site",15
"P0962",547309,4647135,"Mollic Fluvisol",14
"P0968",541913,4647999,"Fluvisol",20
"P0969",542472,4648024,"Fluvisol",16
"P0972",543581,4649300,"Fluvisol",13
"P0975",544917,4647765,"Fluvisol",16
"P0977",544172,4647349,"Fluvisol",16
"P0978",543396,4647188,"Fluvisol",20
"P0979",542955,4646754,"Fluvisol",20
"P0980",543410,4646709,"Fluvisol",20
"P0983",545305,4647457,"Fluvisol",5
"P0987",544015,4646352,"Fluvisol",13
"P0988",544560,4646289,"Fluvisol",2
"P0990",544126,4645652,"Fluvisol",2
"P0991",544063,4645219,"Fluvisol",19
"P0992",543343,4644694,"Fluvisol",18
"P0993",544749,4644911,"Fluvisol",16
"P0994",545256,4645813,"Fluvisol",11
"P0995",545735,4645757,"Fluvisol",12
"P0996",545057,4645327,"Fluvisol",12
"P0997",545578,4645068,"Fluvisol",12
"P0998",544696,4644393,"Fluvisol",15
"P0999",545253,4644554,"Fluvisol",17
"P1000",545921,4644282,"Fluvisol",12
"P1001",545630,4643837,"Fluvisol",12
"P1002",542990,4644093,"Populated Site",2
"P1003",544952,4643579,"Fluvisol",12
"P1004",545295,4643292,"Fluvisol",12
"P1005",545641,4642960,"Fluvisol",12
"P1006",546078,4643474,"Fluvisol",12
"P1007",546519,4643030,"Fluvisol",12
"P1009",547834,4643026,"Fluvisol",12
"P1010",547718,4642106,"Fluvisol",11
"P1011",546924,4642285,"Fluvisol",12
"P1012",548421,4642404,"Fluvisol",9
"P1013",548547,4643624,"Mollic Fluvisol",12
"P1014",549009,4642928,"Mollic Fluvisol",12
"P1015",548008,4644841,"Fluvisol",12
"P1016",548449,4644512,"Mollic Fluvisol",12
"P1017",549040,4645033,"Mollic Fluvisol",16
"P1018",549400,4644159,"Mollic Fluvisol",12
"P1019",549453,4643680,"Mollic Fluvisol",12
"P1020",550068,4643778,"Mollic Fluvisol",12
"P1021",549670,4643145,"Mollic Fluvisol",12
"P1023",549544,4642208,"Fluvisol",12
"P1027",550747,4640386,"Fluvisol",12
"P1028",550723,4639214,"Fluvisol",28
"P1029",550201,4637908,"Fluvisol",20
"P1030",538342,4648127,"Populated Site",2
"P1031",538761,4647736,"Populated Site",2
"P1032",539108,4647368,"Populated Site",3
"P1033",539866,4647571,"Populated Site",2
"P1034",541283,4645949,"Fluvisol",13
"P1035",541364,4647799,"Populated Site",20
"P1036",541434,4648463,"Populated Site",12
"P1037",539150,4648047,"Populated Site",2
"P1038",539986,4648316,"Populated Site",2
"P1039",540476,4648414,"Populated Site",2
"P1040",540846,4648715,"Populated Site",3
"P1042",541693,4646127,"Fluvisol",15
"P1043",542710,4646019,"Fluvisol",12
"P1049",540098,4646572,"Vertisol",6
"P1053",536274,4645956,"Populated Site",8
"P1055",549219,4649701,"Populated Site",18
"P1056",549340,4648955,"Complex of Solonchak and Solonetz",7
"P1058",548309,4649193,"Complex of Solonchak and Solonetz",12
"P1059",547908,4649496,"Complex of Solonchak and Solonetz",12
"P1061",550050,4649963,"Complex of Solonchak and Solonetz",12
"P1064",550504,4648282,"Vertisol",12
"P1066",551844,4647796,"Vertisol",6
"P1067",551647,4647202,"Vertisol",6
"P1070",553689,4647569,"Vertisol",12
"P1072",553874,4646973,"Vertisol",12
"P1076",553030,4645588,"Vertisol",12
"P1077",553162,4645169,"Vertisol",15
"P1078",554203,4645228,"Vertisol",17
"P1084",555383,4643720,"Vertisol",12
"P1090",553048,4648967,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P1091",551113,4641267,"Gleysol",12
"P1093",552177,4640954,"Gleysol",12
"P1094",552955,4640451,"Gleysol",19
"P1095",553748,4639565,"Gleysol",12
"P1096",554121,4639439,"Gleysol",35
"P1097",554485,4639733,"Gleysol",23
"P1098",553216,4640120,"Gleysol",29
"P1099",553016,4641257,"Complex of Solonchak and Solonetz",12
"P1100",552242,4642404,"Complex of Solonchak and Solonetz",10
"P1101",551389,4642190,"Complex of Solonchak and Solonetz",12
"P1102",550745,4642927,"Complex of Solonchak and Solonetz",12
"P1104",551780,4642540,"Complex of Solonchak and Solonetz",12
"P1105",551864,4643015,"Complex of Solonchak and Solonetz",7
"P1107",550708,4643883,"Complex of Solonchak and Solonetz",3
"P1108",550615,4644232,"Complex of Solonchak and Solonetz",2
"P1109",550484,4644950,"Complex of Solonchak and Solonetz",12
"P1110",550871,4645048,"Complex of Solonchak and Solonetz",12
"P1111",551076,4644605,"Complex of Solonchak and Solonetz",6
"P1112",549799,4645370,"Complex of Solonchak and Solonetz",9
"P1113",550018,4645706,"Complex of Solonchak and Solonetz",6
"P1117",549980,4646900,"Populated Site",11
"P1119",549290,4647114,"Complex of Solonchak and Solonetz",4
"P1122",549300,4648084,"Complex of Solonchak and Solonetz",15
"P1123",549537,4646018,"Complex of Solonchak and Solonetz",9
"P1125",551553,4644517,"Fluvisol",19
"P1126",552231,4644231,"Fluvisol",20
"P1127",553008,4643410,"Fluvisol",14
"P1128",552554,4643149,"Fluvisol",12
"P1129",555136,4640218,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21
"P1137",540516,4643535,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1138",538429,4642192,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",19
"P1139",534792,4640962,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",19
"P1140",534151,4642243,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1141",533128,4640797,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1142",532105,4642347,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",19
"P1143",541467,4641117,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P1144",542108,4642326,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P1145",545156,4640993,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P1146",545972,4640032,"Complex of Chromic Luvisol on saprolite and Vertisol",23
"P1147",548122,4640259,"Complex of Chromic Luvisol on saprolite and Vertisol",23
"P1148",528921,4644388,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1149",531552,4643755,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1150",532654,4645559,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",28
"P1151",528576,4641151,"Rendzic Leptosols",17
"P1152",531414,4639814,"Rendzic Leptosols",26
"P1153",530753,4641936,"Rendzic Leptosols",21
"P1154",534859,4644567,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",20
"P1155",531070,4638106,"Rendzic Leptosols",23
"P1156",531263,4640696,"Rendzic Leptosols",28
"P1157",547521,4637499,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1158",546911,4639070,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",24
"P1159",544059,4636755,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",29
"P1160",538851,4637737,"Complex of Chromic Luvisol on saprolite and Vertisol",20
"P1161",538489,4635939,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1162",541166,4637468,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1163",541672,4639359,"Complex of Chromic Luvisol on saprolite and Vertisol",21
"P1164",539526,4633669,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
"P1165",538999,4630249,"Cambisol",23
"P1166",543442,4626973,"Cambisol",23
"P1167",545943,4631427,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",24
"P1168",543122,4629681,"Cambisol",23
"P1169",537666,4629815,"Cambisol",26
"P1170",539857,4627438,"Cambisol",29
"P1171",537139,4630704,"Cambisol",24
"P1172",530154,4636800,"Rendzic Leptosols",27
"P1173",550923,4634558,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22
"P1174",556738,4648671,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",26
"P1175",559073,4648599,"Chromic Luvisol on saprolite",20
"P1176",556490,4646594,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",23
"P1177",558484,4645664,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P1178",560561,4649033,"Fluvisol",17
"P1179",557751,4642905,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",22
"P1180",562765,4649678,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol",21
"P1181",564478,4647276,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol",21
"P1182",562401,4646067,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol",19
"P1183",568097,4645858,"Vertisol",24
"P1184",566803,4648128,"Vertisol",20
"P1185",567229,4642083,"Complex of Cambisol and Regosol",26
"P1186",564834,4636937,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",27
"P1187",567694,4634953,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",20
"P1188",567128,4632117,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P1189",565609,4629497,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P1190",563850,4627358,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",15
"P1191",568143,4625576,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",12
"P1192",562222,4625243,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21
"P1193",557200,4629590,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",29
"P1194",550458,4631311,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",23
